id_registro,codigo_equipo,fecha,tipo_mantenimiento,categoria_falla,urgencia,descripcion,costo_soles,tecnico,prioridad,horas_intervencion,estado_post
R00257,EQ-004,2023-01-30,Correctivo,Mecánica,Media,Falla en bomba peristáltica,427.71,J. Ramírez,Media,3.0,Operativo
R00201,EQ-004,2023-02-01,Preventivo,—,Programado,Mantenimiento preventivo programado,146.17,M. Torres,Baja,0.8,Operativo
R00215,EQ-004,2023-03-12,Correctivo,Calibración,Media,Calibración vencida,227.68,J. Ramírez,Media,1.5,Operativo
R00223,EQ-004,2023-03-18,Correctivo,Software,Baja,Error de firmware,398.29,A. Flores,Baja,6.6,Operativo
R00227,EQ-004,2023-05-01,Correctivo,Eléctrica,Alta,Fusible quemado,120.84,A. Flores,Alta,3.4,Operativo
R00202,EQ-004,2023-05-02,Preventivo,—,Programado,Mantenimiento preventivo programado,179.88,J. Ramírez,Baja,1.4,Operativo
R00252,EQ-004,2023-05-10,Correctivo,Mecánica,Media,Falla en bomba peristáltica,518.18,A. Flores,Media,2.2,Operativo
R00217,EQ-004,2023-05-12,Correctivo,Mecánica,Alta,Holgura en soporte,372.7,L. Quispe,Alta,3.7,Operativo
R00221,EQ-004,2023-07-11,Correctivo,Sensores,Media,Termistor fuera de rango,1185.78,L. Quispe,Media,6.1,Operativo
R00203,EQ-004,2023-07-21,Preventivo,—,Programado,Mantenimiento preventivo programado,63.72,J. Ramírez,Baja,1.1,Operativo
R00224,EQ-004,2023-08-12,Correctivo,Software,Baja,Pantalla congelada,225.62,M. Torres,Baja,2.3,Operativo
R00256,EQ-004,2023-08-28,Correctivo,Desgaste,Alta,Componente al final de vida útil,325.69,J. Ramírez,Alta,4.8,En observación
R00204,EQ-004,2023-10-28,Preventivo,—,Programado,Mantenimiento preventivo programado,129.67,A. Flores,Baja,1.7,Operativo
R00216,EQ-004,2023-11-30,Correctivo,Eléctrica,Media,Falla en cargador,481.76,L. Quispe,Media,3.6,Operativo
R00219,EQ-004,2023-12-19,Correctivo,Eléctrica,Alta,Falla en cargador,562.92,L. Quispe,Alta,7.0,Operativo
R00243,EQ-004,2024-01-01,Correctivo,Mecánica,Media,Obstrucción de circuito,380.96,A. Flores,Media,4.3,Operativo
R00222,EQ-004,2024-01-08,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,252.73,A. Flores,Media,3.4,Operativo
R00205,EQ-004,2024-02-02,Preventivo,—,Programado,Mantenimiento preventivo programado,80.34,J. Ramírez,Baja,1.9,Operativo
R00249,EQ-004,2024-05-03,Correctivo,Eléctrica,Alta,Fusible quemado,180.95,M. Torres,Alta,2.2,Operativo
R00206,EQ-004,2024-05-05,Preventivo,—,Programado,Mantenimiento preventivo programado,85.25,M. Torres,Baja,1.1,Operativo
R00238,EQ-004,2024-05-24,Correctivo,Software,Baja,Falla en calibración digital,39.78,A. Flores,Baja,7.6,Operativo
R00220,EQ-004,2024-06-15,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,748.5,M. Torres,Alta,5.2,Operativo
R00207,EQ-004,2024-08-06,Preventivo,—,Programado,Mantenimiento preventivo programado,62.39,M. Torres,Baja,1.8,Operativo
R00255,EQ-004,2024-09-10,Correctivo,Eléctrica,Alta,Falla en cargador,279.13,M. Torres,Alta,3.5,Operativo
R00232,EQ-004,2024-10-26,Correctivo,Desgaste,Alta,Filtro saturado,506.74,A. Flores,Alta,7.4,En observación
R00242,EQ-004,2024-10-26,Correctivo,Desgaste,Alta,Acumulación de horas de uso,477.53,J. Ramírez,Alta,4.7,Operativo
R00208,EQ-004,2024-10-29,Preventivo,—,Programado,Mantenimiento preventivo programado,129.23,M. Torres,Baja,0.8,Operativo
R00259,EQ-004,2024-11-12,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,576.72,A. Flores,Alta,6.0,Operativo
R00251,EQ-004,2024-11-21,Correctivo,Mecánica,Media,Holgura en soporte,867.21,L. Quispe,Media,3.6,Operativo
R00225,EQ-004,2025-01-01,Correctivo,Mecánica,Alta,Holgura en soporte,476.16,A. Flores,Alta,2.1,Operativo
R00209,EQ-004,2025-02-03,Preventivo,—,Programado,Mantenimiento preventivo programado,179.21,A. Flores,Baja,1.0,Operativo
R00258,EQ-004,2025-02-07,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,716.11,A. Flores,Alta,3.2,En observación
R00231,EQ-004,2025-04-12,Correctivo,Software,Alta,Error de comunicación,44.32,J. Ramírez,Alta,4.0,Operativo
R00248,EQ-004,2025-04-14,Correctivo,Mecánica,Alta,Holgura en soporte,702.7,J. Ramírez,Alta,3.6,Operativo
R00218,EQ-004,2025-04-17,Correctivo,Sensores,Baja,Termistor fuera de rango,378.69,M. Torres,Baja,2.1,En observación
R00210,EQ-004,2025-04-28,Preventivo,—,Programado,Mantenimiento preventivo programado,165.21,L. Quispe,Baja,1.4,Operativo
R00241,EQ-004,2025-05-05,Correctivo,Desgaste,Media,Componente al final de vida útil,434.53,A. Flores,Media,3.8,Operativo
R00228,EQ-004,2025-06-18,Correctivo,Mecánica,Media,Falla en bomba peristáltica,499.62,L. Quispe,Media,7.1,En observación
R00211,EQ-004,2025-07-19,Preventivo,—,Programado,Mantenimiento preventivo programado,74.53,L. Quispe,Baja,1.4,Operativo
R00237,EQ-004,2025-09-01,Correctivo,Mecánica,Alta,Desgaste de válvula,691.51,M. Torres,Alta,2.5,Operativo
R00212,EQ-004,2025-10-26,Preventivo,—,Programado,Mantenimiento preventivo programado,86.57,A. Flores,Baja,1.3,Operativo
R00250,EQ-004,2025-10-28,Correctivo,Desgaste,Media,Filtro saturado,738.38,M. Torres,Media,1.9,Operativo
R00245,EQ-004,2025-11-26,Correctivo,Mecánica,Alta,Holgura en soporte,471.29,J. Ramírez,Alta,3.2,Operativo
R00239,EQ-004,2026-01-09,Correctivo,Eléctrica,Media,Batería agotada,537.87,M. Torres,Media,5.3,En observación
R00213,EQ-004,2026-01-21,Preventivo,—,Programado,Mantenimiento preventivo programado,155.45,M. Torres,Baja,1.7,Operativo
R00246,EQ-004,2026-02-18,Correctivo,Mecánica,Media,Desgaste de válvula,856.4,M. Torres,Media,6.8,Operativo
R00254,EQ-004,2026-03-14,Correctivo,Mecánica,Media,Falla en bomba peristáltica,570.28,M. Torres,Media,5.9,Operativo
R00235,EQ-004,2026-04-03,Correctivo,Sensores,Alta,Termistor fuera de rango,578.83,J. Ramírez,Alta,3.5,Operativo
R00244,EQ-004,2026-04-09,Correctivo,Mecánica,Alta,Obstrucción de circuito,788.69,L. Quispe,Alta,7.5,En observación
R00214,EQ-004,2026-04-26,Preventivo,—,Programado,Mantenimiento preventivo programado,111.0,M. Torres,Baja,1.0,Operativo
R00236,EQ-004,2026-05-01,Correctivo,Sensores,Baja,Termistor fuera de rango,1121.39,J. Ramírez,Baja,2.9,Operativo
R00260,EQ-005,2022-01-25,Preventivo,—,Programado,Mantenimiento preventivo programado,,M. Torres,Baja,1.9,Operativo
R00279,EQ-005,2022-03-17,Correctivo,Software,Alta,Error de comunicación,603.83,L. Quispe,Alta,6.7,Operativo
R00304,EQ-005,2022-03-31,Correctivo,Software,Baja,Error de firmware,531.21,M. Torres,Baja,6.6,Operativo
R00261,EQ-005,2022-04-27,Preventivo,—,Programado,Mantenimiento preventivo programado,104.16,J. Ramírez,Baja,1.5,Operativo
R00280,EQ-005,2022-05-15,Correctivo,Software,Alta,Error de comunicación,491.65,L. Quispe,Alta,2.4,Operativo
R00314,EQ-005,2022-05-21,Correctivo,Sensores,Baja,Error de lectura de presión,986.27,M. Torres,Baja,5.7,Operativo
R00262,EQ-005,2022-07-21,Preventivo,—,Programado,Mantenimiento preventivo programado,137.12,A. Flores,Baja,1.0,Operativo
R00292,EQ-005,2022-07-30,Correctivo,Eléctrica,Alta,Cortocircuito en placa,888.36,A. Flores,Alta,4.3,Operativo
R00310,EQ-005,2022-09-27,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,,A. Flores,Media,7.4,Operativo
R00263,EQ-005,2022-10-28,Preventivo,—,Programado,Mantenimiento preventivo programado,119.27,J. Ramírez,Baja,1.6,Operativo
R00264,EQ-005,2023-01-24,Preventivo,—,Programado,Mantenimiento preventivo programado,115.19,L. Quispe,Baja,1.3,Operativo
R00307,EQ-005,2023-02-11,Correctivo,Sensores,Baja,Error de lectura de presión,399.07,M. Torres,Baja,7.5,Operativo
R00318,EQ-005,2023-03-11,Correctivo,Eléctrica,Alta,Fusible quemado,1004.95,A. Flores,Alta,6.2,Operativo
R00265,EQ-005,2023-04-20,Preventivo,—,Programado,Mantenimiento preventivo programado,76.04,A. Flores,Baja,0.8,Operativo
R00266,EQ-005,2023-07-09,Preventivo,—,Programado,Mantenimiento preventivo programado,84.13,M. Torres,Baja,1.6,Operativo
R00302,EQ-005,2023-08-02,Correctivo,Eléctrica,Alta,Fusible quemado,1092.62,L. Quispe,Alta,5.4,En observación
R00297,EQ-005,2023-09-07,Correctivo,Eléctrica,Alta,Falla en fuente de poder,606.1,L. Quispe,Alta,6.7,Operativo
R00267,EQ-005,2023-09-28,Preventivo,—,Programado,Mantenimiento preventivo programado,106.38,A. Flores,Baja,0.7,Operativo
R00287,EQ-005,2023-10-02,Correctivo,Software,Alta,Error de firmware,376.88,J. Ramírez,Alta,3.0,Operativo
R00284,EQ-005,2023-11-14,Correctivo,Sensores,Media,Sensor de flujo defectuoso,1123.22,M. Torres,Media,6.7,Operativo
R00299,EQ-005,2023-11-14,Correctivo,Calibración,Alta,Calibración vencida,334.01,A. Flores,Alta,2.1,Operativo
R00312,EQ-005,2023-12-06,Correctivo,Software,Alta,Pantalla congelada,735.95,A. Flores,Alta,1.9,Operativo
R00322,EQ-005,2023-12-08,Correctivo,Eléctrica,Media,Fusible quemado,337.13,M. Torres,Media,7.6,En observación
R00319,EQ-005,2023-12-12,Correctivo,Calibración,Media,Desviación de medición,531.43,L. Quispe,Media,6.6,En observación
R00317,EQ-005,2023-12-28,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,564.58,J. Ramírez,Media,1.5,En observación
R00268,EQ-005,2023-12-29,Preventivo,—,Programado,Mantenimiento preventivo programado,130.41,A. Flores,Baja,1.5,Operativo
R00290,EQ-005,2024-01-05,Correctivo,Calibración,Baja,Calibración vencida,403.63,J. Ramírez,Baja,5.2,Operativo
R00289,EQ-005,2024-02-21,Correctivo,Software,Media,Falla en calibración digital,585.68,J. Ramírez,Media,6.8,Operativo
R00269,EQ-005,2024-03-28,Preventivo,—,Programado,Mantenimiento preventivo programado,139.51,M. Torres,Baja,1.7,Operativo
R00283,EQ-005,2024-04-27,Correctivo,Software,Alta,Pantalla congelada,744.48,M. Torres,Alta,5.4,En observación
R00291,EQ-005,2024-05-01,Correctivo,Eléctrica,Alta,Cortocircuito en placa,1168.74,A. Flores,Alta,2.4,Operativo
R00316,EQ-005,2024-05-20,Correctivo,Mecánica,Alta,Obstrucción de circuito,482.82,A. Flores,Alta,5.5,Operativo
R00281,EQ-005,2024-06-05,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,1394.44,M. Torres,Alta,5.9,Operativo
R00308,EQ-005,2024-06-13,Correctivo,Calibración,Alta,Ajuste de cero requerido,337.07,A. Flores,Alta,3.2,En observación
R00270,EQ-005,2024-06-29,Preventivo,—,Programado,Mantenimiento preventivo programado,140.35,M. Torres,Baja,1.5,Operativo
R00282,EQ-005,2024-08-05,Correctivo,Software,Baja,Pantalla congelada,484.76,L. Quispe,Baja,4.3,Operativo
R00311,EQ-005,2024-08-10,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,1520.89,L. Quispe,Alta,7.7,Operativo
R00278,EQ-005,2024-08-15,Correctivo,Calibración,Alta,Desviación de medición,201.05,M. Torres,Alta,2.3,En observación
R00321,EQ-005,2024-08-28,Correctivo,Eléctrica,Media,Fusible quemado,787.45,A. Flores,Media,3.6,Operativo
R00306,EQ-005,2024-09-11,Correctivo,Software,Media,Error de comunicación,646.97,L. Quispe,Media,1.5,Operativo
R00271,EQ-005,2024-09-17,Preventivo,—,Programado,Mantenimiento preventivo programado,169.1,A. Flores,Baja,1.5,Operativo
R00320,EQ-005,2024-09-18,Correctivo,Software,Alta,Error de comunicación,45.17,A. Flores,Alta,6.7,En observación
R00309,EQ-005,2024-10-02,Correctivo,Eléctrica,Media,Falla en fuente de poder,666.08,J. Ramírez,Media,3.6,Operativo
R00272,EQ-005,2024-12-25,Preventivo,—,Programado,Mantenimiento preventivo programado,99.45,J. Ramírez,Baja,1.4,Operativo
R00295,EQ-005,2025-02-28,Correctivo,Software,Media,Pantalla congelada,700.31,J. Ramírez,Media,3.9,Operativo
R00300,EQ-005,2025-03-25,Correctivo,Eléctrica,Alta,Cortocircuito en placa,893.12,M. Torres,Alta,3.9,Operativo
R00273,EQ-005,2025-03-28,Preventivo,—,Programado,Mantenimiento preventivo programado,178.97,J. Ramírez,Baja,1.8,Operativo
R00286,EQ-005,2025-04-05,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,502.24,L. Quispe,Baja,5.4,Operativo
R00303,EQ-005,2025-04-05,Correctivo,Software,Alta,Error de firmware,546.67,A. Flores,Alta,1.8,Operativo
R00285,EQ-005,2025-04-26,Correctivo,Sensores,Alta,Termistor fuera de rango,2196.39,L. Quispe,Alta,7.6,Operativo
R00288,EQ-005,2025-05-18,Correctivo,Desgaste,Alta,Filtro saturado,1085.08,J. Ramírez,Alta,6.2,Operativo
R00274,EQ-005,2025-07-05,Preventivo,—,Programado,Mantenimiento preventivo programado,80.07,J. Ramírez,Baja,2.0,Operativo
R00315,EQ-005,2025-09-08,Correctivo,Calibración,Alta,Desviación de medición,303.6,L. Quispe,Alta,7.9,Operativo
R00275,EQ-005,2025-09-23,Preventivo,—,Programado,Mantenimiento preventivo programado,,L. Quispe,Baja,1.0,Operativo
R00293,EQ-005,2025-10-06,Correctivo,Software,Alta,Falla en calibración digital,321.45,A. Flores,Alta,3.1,Operativo
R00294,EQ-005,2025-10-20,Correctivo,Eléctrica,Media,Fusible quemado,639.59,L. Quispe,Media,1.4,Operativo
R00276,EQ-005,2025-12-14,Preventivo,—,Programado,Mantenimiento preventivo programado,69.28,M. Torres,Baja,0.9,Operativo
R00301,EQ-005,2026-02-07,Correctivo,Mecánica,Media,Desgaste de válvula,1392.16,M. Torres,Media,3.8,Operativo
R00296,EQ-005,2026-03-01,Correctivo,Eléctrica,Media,Falla en cargador,625.88,A. Flores,Media,2.2,Operativo
R00313,EQ-005,2026-03-17,Correctivo,Software,Alta,Error de firmware,379.75,A. Flores,Alta,7.6,Operativo
R00277,EQ-005,2026-03-20,Preventivo,—,Programado,Mantenimiento preventivo programado,114.73,L. Quispe,Baja,0.6,Operativo
R00298,EQ-005,2026-03-24,Correctivo,Mecánica,Alta,Desgaste de válvula,457.7,J. Ramírez,Alta,1.4,Operativo
R00305,EQ-005,2026-04-08,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,579.03,L. Quispe,Alta,4.6,Operativo
R00323,EQ-006,2022-01-10,Preventivo,—,Programado,Mantenimiento preventivo programado,143.91,L. Quispe,Baja,0.5,Operativo
R00353,EQ-006,2022-01-11,Correctivo,Mecánica,Media,Rotura de manguera,683.72,M. Torres,Media,2.5,En observación
R00360,EQ-006,2022-01-15,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1038.17,A. Flores,Alta,6.7,Operativo
R00324,EQ-006,2022-04-16,Preventivo,—,Programado,Mantenimiento preventivo programado,79.96,M. Torres,Baja,1.4,Operativo
R00351,EQ-006,2022-04-20,Correctivo,Eléctrica,Alta,Falla en cargador,100.37,J. Ramírez,Alta,5.3,Operativo
R00345,EQ-006,2022-04-25,Correctivo,Calibración,Alta,Calibración vencida,173.32,M. Torres,Alta,5.4,En observación
R00375,EQ-006,2022-04-29,Correctivo,Software,Alta,Error de comunicación,138.3,A. Flores,Alta,6.1,En observación
R00377,EQ-006,2022-07-10,Correctivo,Software,Baja,Falla en calibración digital,192.55,L. Quispe,Baja,5.0,Operativo
R00373,EQ-006,2022-07-19,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,687.59,J. Ramírez,Alta,5.6,Operativo
R00325,EQ-006,2022-07-23,Preventivo,—,Programado,Mantenimiento preventivo programado,106.1,M. Torres,Baja,2.0,Operativo
R00355,EQ-006,2022-08-04,Correctivo,Sensores,Alta,Error de lectura de presión,1171.94,J. Ramírez,Alta,2.0,Operativo
R00342,EQ-006,2022-10-05,Correctivo,Sensores,Media,Error de lectura de presión,389.22,M. Torres,Media,1.5,Operativo
R00326,EQ-006,2022-10-22,Preventivo,—,Programado,Mantenimiento preventivo programado,143.08,L. Quispe,Baja,1.1,Operativo
R00367,EQ-006,2022-11-04,Correctivo,Eléctrica,Alta,Fusible quemado,299.3,J. Ramírez,Alta,7.4,Operativo
R00371,EQ-006,2022-11-16,Correctivo,Calibración,Alta,Calibración vencida,120.58,L. Quispe,Alta,6.0,Operativo
R00380,EQ-006,2022-12-29,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,,J. Ramírez,Alta,2.3,Operativo
R00327,EQ-006,2023-01-15,Preventivo,—,Programado,Mantenimiento preventivo programado,117.62,L. Quispe,Baja,1.7,Operativo
R00344,EQ-006,2023-01-23,Correctivo,Calibración,Alta,Calibración vencida,171.33,A. Flores,Alta,1.4,En observación
R00365,EQ-006,2023-04-09,Correctivo,Sensores,Baja,Error de lectura de presión,440.97,A. Flores,Baja,7.1,Operativo
R00328,EQ-006,2023-04-17,Preventivo,—,Programado,Mantenimiento preventivo programado,66.01,A. Flores,Baja,1.7,Operativo
R00372,EQ-006,2023-07-01,Correctivo,Software,Baja,Pantalla congelada,344.51,L. Quispe,Baja,3.6,Operativo
R00329,EQ-006,2023-07-10,Preventivo,—,Programado,Mantenimiento preventivo programado,179.45,M. Torres,Baja,1.3,Operativo
R00363,EQ-006,2023-07-10,Correctivo,Sensores,Media,Termistor fuera de rango,932.37,J. Ramírez,Media,1.5,En observación
R00364,EQ-006,2023-07-26,Correctivo,Eléctrica,Alta,Falla en cargador,486.25,J. Ramírez,Alta,1.6,En observación
R00378,EQ-006,2023-08-26,Correctivo,Software,Alta,Error de comunicación,21.16,M. Torres,Alta,3.2,Operativo
R00330,EQ-006,2023-09-28,Preventivo,—,Programado,Mantenimiento preventivo programado,67.52,M. Torres,Baja,1.1,Operativo
R00368,EQ-006,2023-10-04,Correctivo,Software,Baja,Error de firmware,250.74,M. Torres,Baja,3.7,Operativo
R00357,EQ-006,2023-12-07,Correctivo,Software,Alta,Falla en calibración digital,189.22,J. Ramírez,Alta,3.7,Operativo
R00331,EQ-006,2023-12-31,Preventivo,—,Programado,Mantenimiento preventivo programado,91.73,L. Quispe,Baja,1.7,Operativo
R00383,EQ-006,2024-01-08,Correctivo,Desgaste,Media,Filtro saturado,317.19,A. Flores,Media,3.0,Operativo
R00376,EQ-006,2024-01-20,Correctivo,Software,Alta,Error de firmware,334.28,M. Torres,Alta,6.5,Operativo
R00384,EQ-006,2024-01-27,Correctivo,Sensores,Media,Termistor fuera de rango,246.76,J. Ramírez,Media,6.2,En observación
R00379,EQ-006,2024-02-15,Correctivo,Mecánica,Baja,Holgura en soporte,123.5,A. Flores,Baja,6.6,Operativo
R00349,EQ-006,2024-03-27,Correctivo,Eléctrica,Alta,Falla en cargador,324.76,M. Torres,Alta,5.1,En observación
R00332,EQ-006,2024-04-01,Preventivo,—,Programado,Mantenimiento preventivo programado,103.05,M. Torres,Baja,0.8,Operativo
R00366,EQ-006,2024-05-03,Correctivo,Software,Alta,Error de firmware,70.54,J. Ramírez,Alta,7.6,En observación
R00346,EQ-006,2024-05-11,Correctivo,Desgaste,Media,Filtro saturado,553.89,M. Torres,Media,2.0,Operativo
R00359,EQ-006,2024-06-06,Correctivo,Eléctrica,Alta,Fusible quemado,592.07,L. Quispe,Alta,4.6,En observación
R00333,EQ-006,2024-06-20,Preventivo,—,Programado,Mantenimiento preventivo programado,107.05,L. Quispe,Baja,1.9,Operativo
R00369,EQ-006,2024-07-06,Correctivo,Sensores,Alta,Error de lectura de presión,458.54,J. Ramírez,Alta,3.6,Operativo
R00334,EQ-006,2024-09-11,Preventivo,—,Programado,Mantenimiento preventivo programado,122.39,L. Quispe,Baja,1.6,Operativo
R00362,EQ-006,2024-09-11,Correctivo,Eléctrica,Alta,Batería agotada,170.44,J. Ramírez,Alta,2.1,En observación
R00350,EQ-006,2024-10-26,Correctivo,Software,Media,Pantalla congelada,217.57,A. Flores,Media,1.4,Operativo
R00343,EQ-006,2024-10-27,Correctivo,Eléctrica,Baja,Fusible quemado,235.95,M. Torres,Baja,2.4,Operativo
R00382,EQ-006,2024-11-19,Correctivo,Software,Baja,Error de firmware,276.89,L. Quispe,Baja,2.7,Operativo
R00335,EQ-006,2024-12-08,Preventivo,—,Programado,Mantenimiento preventivo programado,61.54,L. Quispe,Baja,1.1,Operativo
R00361,EQ-006,2025-01-13,Correctivo,Calibración,Alta,Calibración vencida,,M. Torres,Alta,1.7,En observación
R00374,EQ-006,2025-03-03,Correctivo,Software,Alta,Error de comunicación,14.4,L. Quispe,Alta,5.5,En observación
R00336,EQ-006,2025-03-15,Preventivo,—,Programado,Mantenimiento preventivo programado,123.91,L. Quispe,Baja,1.3,Operativo
R00381,EQ-006,2025-05-01,Correctivo,Software,Media,Error de firmware,327.58,J. Ramírez,Media,3.9,Operativo
R00356,EQ-006,2025-05-24,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,491.25,A. Flores,Baja,7.7,Operativo
R00337,EQ-006,2025-06-04,Preventivo,—,Programado,Mantenimiento preventivo programado,145.14,A. Flores,Baja,1.7,Operativo
R00354,EQ-006,2025-06-08,Correctivo,Calibración,Alta,Calibración vencida,201.07,L. Quispe,Alta,2.3,Operativo
R00352,EQ-006,2025-08-01,Correctivo,Sensores,Alta,Termistor fuera de rango,235.62,M. Torres,Alta,7.1,Operativo
R00338,EQ-006,2025-09-01,Preventivo,—,Programado,Mantenimiento preventivo programado,137.47,A. Flores,Baja,1.9,Operativo
R00339,EQ-006,2025-11-26,Preventivo,—,Programado,Mantenimiento preventivo programado,73.62,A. Flores,Baja,0.8,Operativo
R00358,EQ-006,2025-12-05,Correctivo,Software,Alta,Error de comunicación,57.75,A. Flores,Alta,4.5,Operativo
R00370,EQ-006,2026-01-05,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1099.15,M. Torres,Alta,1.3,Operativo
R00348,EQ-006,2026-01-15,Correctivo,Eléctrica,Baja,Cortocircuito en placa,581.18,M. Torres,Baja,2.9,Operativo
R00347,EQ-006,2026-02-22,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,193.33,L. Quispe,Alta,7.9,Operativo
R00340,EQ-006,2026-02-24,Preventivo,—,Programado,Mantenimiento preventivo programado,93.21,A. Flores,Baja,1.8,Operativo
R00341,EQ-006,2026-05-29,Preventivo,—,Programado,Mantenimiento preventivo programado,83.77,L. Quispe,Baja,1.6,Operativo
R00385,EQ-007,2022-01-06,Preventivo,—,Programado,Mantenimiento preventivo programado,133.75,A. Flores,Baja,1.0,Operativo
R00436,EQ-007,2022-02-04,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,1830.35,L. Quispe,Baja,4.2,Operativo
R00434,EQ-007,2022-03-06,Correctivo,Desgaste,Media,Acumulación de horas de uso,575.73,L. Quispe,Media,5.7,Operativo
R00407,EQ-007,2022-03-09,Correctivo,Software,Alta,Error de firmware,66.15,M. Torres,Alta,4.3,En observación
R00433,EQ-007,2022-03-28,Correctivo,Mecánica,Media,Desgaste de válvula,1685.17,A. Flores,Media,3.0,Operativo
R00386,EQ-007,2022-04-14,Preventivo,—,Programado,Mantenimiento preventivo programado,92.83,L. Quispe,Baja,0.9,Operativo
